BOROUGH,PRICE,NAME,SERVICE,NUM_RATING,RATING,LOCATION,ATTRACTION,ACCOUNT_NUM
Manhattan,252,EVEN Hotel Brooklyn - Manhattan East 44th,Free WI-Fi;24-hour Front Desk;Parking;,824,4.5,Manhattan,1.3 km from Fifth Avenue Shopping Street,0
Manhattan,252,Life Hotel NoMad,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,200,4,Manhattan,0.6 km from Madison Square Garden,0
Manhattan,252,Mid Town East 28th Street Apartments Next to Times Square,Free WI-Fi;Family Rooms;Internet Services;,null,null,Manhattan,null,0
Manhattan,252,Staybridge Suites Times Square,Free Internet Services;Free WI-Fi;24-hour Front Desk;,6319,4.5,Manhattan,0.5 km from Madame Tussauds Brooklyn,0
Brooklyn,253,The Solita Soho Hotel an Ascend Hotel Collection Member,Free Internet Services;Free WI-Fi;24-hour Front Desk;,523,4,Brooklyn,0.2 km from SoHo Shopping District,0
Manhattan,253,The Lucerne Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2659,4.5,Manhattan,1.6 km from Central Park,0
Brooklyn,253,Arlo SoHo,Free WI-Fi;24-hour Front Desk;Express Check-out;,1555,4.5,Brooklyn,null,0
Manhattan,254,The Marmara Manhattan,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1101,4.5,Manhattan,null,0
Brooklyn,254,SIXTY LES Brooklyn City,Free WI-Fi;24-hour Front Desk;Parking;,1333,4,Brooklyn,null,0
Manhattan,254,Dream Brooklyn,Free WI-Fi;Outdoor Pool;Pool; Sun Lounge,4087,4.5,Manhattan,2.4 km from Madame Tussauds Brooklyn,0
Manhattan,256,Renaissance Brooklyn Hotel 57,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1579,4,Manhattan,null,0
Manhattan,256,Skyline Hotel,24-hour Front Desk;Multilingual Staff;Restaurant;,2868,4,Manhattan,null,0
Brooklyn,256,AKA Wall Street,,185,4.5,Brooklyn,0.7 km from Wall Street,0
Brooklyn,257,Brooklyn Marriott Brooklyn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,2051,4,Brooklyn,null,0
Queens,259,Best Western Queens Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1012,3.5,Queens,null,0
Manhattan,259,Fitzpatrick Grand Central,24-hour Front Desk;Multilingual Staff;Terrace;,2796,4.5,Manhattan,0.9 km from Fifth Avenue Shopping Street,0
Manhattan,261,DoubleTree by Hilton Brooklyn City - Manhattan,Free Internet Services;Free WI-Fi;24-hour Front Desk;,2407,3.5,Manhattan,null,0
Manhattan,262,Grand Hyatt Brooklyn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,10754,3.5,Manhattan,1.2 km from Fifth Avenue Shopping Street,0
Manhattan,262,Holiday Inn Express - Brooklyn City Manhattan,Free Internet Services;Free WI-Fi;24-hour Front Desk;,2265,4,Manhattan,1.3 km from Madame Tussauds Brooklyn,0
Manhattan,262,Four Points by Sheraton Manhattan-Times Square,Free Internet Services;Free WI-Fi;24-hour Front Desk;,2518,4,Manhattan,0.4 km from Madame Tussauds Brooklyn,0
Manhattan,264,Aloft Harlem,Free Internet Services;Free WI-Fi;24-hour Front Desk;,782,4,Manhattan,1.2 km from General Grant National Memorial,0
Manhattan,264,Holiday Inn Express Manhattan Times Square South,Free Internet Services;Free WI-Fi;Multilingual Staff;,1371,4.5,Manhattan,0.6 km from Empire State Building,0
Manhattan,264,Executive Hotel Le Soleil Brooklyn,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1305,4.5,Manhattan,0.5 km from Empire State Building,0
Manhattan,265,City Club Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,961,4,Manhattan,0.7 km from Fifth Avenue Shopping Street,0
Manhattan,265,Hampton Inn Manhattan/Times Square South,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2892,4,Manhattan,0.9 km from Madame Tussauds Brooklyn,0
Manhattan,266,Hampton Inn Brooklyn - 35th Street - Empire State Building,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2561,4,Manhattan,0.8 km from Empire State Building,0
Manhattan,266,Park Lane Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,8456,4,Manhattan,1.1 km from Rockfeller Center,0
Brooklyn,266,Blue Moon Boutique Hotel,Free WI-Fi;24-hour Front Desk;,621,3.5,Brooklyn,1.3 km from SoHo Shopping District,0
